               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.053133,            0.031578,           0.0049231,              0.6999,             0.81359,             0.80006,             0.32785,            0.046806,            0.017332,           0.0036792,            0.005116,            0.005116,            0.005116
                 150,            0.051539,            0.036646,           0.0048353,              0.6999,             0.81359,             0.80006,             0.32785,            0.046806,            0.017332,           0.0036792,            0.005083,            0.005083,            0.005083
                 151,            0.052164,            0.033919,           0.0048134,              0.8137,              0.8126,             0.86433,              0.3767,            0.042557,            0.017188,             0.00368,             0.00505,             0.00505,             0.00505
                 152,            0.049151,             0.03034,           0.0047353,              0.8137,              0.8126,             0.86433,              0.3767,            0.042557,            0.017188,             0.00368,            0.005017,            0.005017,            0.005017
                 153,            0.048046,            0.032551,           0.0047404,              0.8137,              0.8126,             0.86433,              0.3767,            0.042557,            0.017188,             0.00368,            0.004984,            0.004984,            0.004984
                 154,             0.04648,            0.036401,           0.0047307,              0.8137,              0.8126,             0.86433,              0.3767,            0.042557,            0.017188,             0.00368,            0.004951,            0.004951,            0.004951
                 155,            0.046557,            0.026238,           0.0046248,              0.8652,             0.90698,             0.87865,             0.47118,            0.045863,            0.016327,            0.003684,            0.004918,            0.004918,            0.004918
                 156,            0.049724,            0.032678,           0.0047485,              0.8652,             0.90698,             0.87865,             0.47118,            0.045863,            0.016327,            0.003684,            0.004885,            0.004885,            0.004885
                 157,            0.045657,            0.034156,             0.00441,              0.8652,             0.90698,             0.87865,             0.47118,            0.045863,            0.016327,            0.003684,            0.004852,            0.004852,            0.004852
                 158,            0.050177,            0.034894,           0.0050442,              0.8652,             0.90698,             0.87865,             0.47118,            0.045863,            0.016327,            0.003684,            0.004819,            0.004819,            0.004819
                 159,            0.048359,            0.029013,           0.0045228,             0.92804,             0.90698,             0.95436,             0.47263,            0.041066,            0.016252,            0.003774,            0.004786,            0.004786,            0.004786
                 160,            0.050153,            0.032491,           0.0047423,             0.92804,             0.90698,             0.95436,             0.47263,            0.041066,            0.016252,            0.003774,            0.004753,            0.004753,            0.004753
                 161,            0.052769,            0.036396,           0.0055255,             0.92804,             0.90698,             0.95436,             0.47263,            0.041066,            0.016252,            0.003774,             0.00472,             0.00472,             0.00472
                 162,            0.051108,            0.037301,           0.0049367,             0.92804,             0.90698,             0.95436,             0.47263,            0.041066,            0.016252,            0.003774,            0.004687,            0.004687,            0.004687
                 163,            0.048456,            0.032822,           0.0045945,             0.90468,             0.88294,             0.90232,             0.46006,            0.043182,            0.015768,           0.0037502,            0.004654,            0.004654,            0.004654
                 164,              0.0492,            0.034659,           0.0048628,             0.90468,             0.88294,             0.90232,             0.46006,            0.043182,            0.015768,           0.0037502,            0.004621,            0.004621,            0.004621
                 165,            0.046865,            0.031913,            0.004917,             0.90468,             0.88294,             0.90232,             0.46006,            0.043182,            0.015768,           0.0037502,            0.004588,            0.004588,            0.004588
                 166,            0.046303,            0.029884,           0.0045233,             0.90468,             0.88294,             0.90232,             0.46006,            0.043182,            0.015768,           0.0037502,            0.004555,            0.004555,            0.004555
                 167,            0.046068,            0.031093,           0.0046977,             0.81714,             0.74419,             0.81443,             0.38299,            0.046407,            0.015841,           0.0037373,            0.004522,            0.004522,            0.004522
                 168,            0.054121,            0.037447,           0.0046665,             0.81714,             0.74419,             0.81443,             0.38299,            0.046407,            0.015841,           0.0037373,            0.004489,            0.004489,            0.004489
                 169,             0.05154,            0.029257,           0.0045683,             0.81714,             0.74419,             0.81443,             0.38299,            0.046407,            0.015841,           0.0037373,            0.004456,            0.004456,            0.004456
                 170,            0.053872,             0.03003,           0.0048103,             0.81714,             0.74419,             0.81443,             0.38299,            0.046407,            0.015841,           0.0037373,            0.004423,            0.004423,            0.004423
                 171,            0.056347,            0.030333,           0.0046971,              0.7824,             0.93023,              0.8952,             0.48449,             0.03669,            0.015598,           0.0037571,             0.00439,             0.00439,             0.00439
                 172,            0.046569,            0.037254,            0.005285,              0.7824,             0.93023,              0.8952,             0.48449,             0.03669,            0.015598,           0.0037571,            0.004357,            0.004357,            0.004357
                 173,            0.044571,            0.037073,            0.004866,              0.7824,             0.93023,              0.8952,             0.48449,             0.03669,            0.015598,           0.0037571,            0.004324,            0.004324,            0.004324
                 174,            0.044442,            0.027107,           0.0051484,              0.7824,             0.93023,              0.8952,             0.48449,             0.03669,            0.015598,           0.0037571,            0.004291,            0.004291,            0.004291
                 175,            0.045977,            0.039468,           0.0052991,             0.95236,             0.92972,             0.96668,             0.53909,            0.035035,            0.015379,           0.0036401,            0.004258,            0.004258,            0.004258
                 176,            0.043392,            0.028693,           0.0045065,             0.95236,             0.92972,             0.96668,             0.53909,            0.035035,            0.015379,           0.0036401,            0.004225,            0.004225,            0.004225
                 177,            0.044678,            0.025786,           0.0047842,             0.95236,             0.92972,             0.96668,             0.53909,            0.035035,            0.015379,           0.0036401,            0.004192,            0.004192,            0.004192
                 178,             0.04685,            0.030583,           0.0052105,             0.95236,             0.92972,             0.96668,             0.53909,            0.035035,            0.015379,           0.0036401,            0.004159,            0.004159,            0.004159
                 179,            0.042322,            0.033525,           0.0046801,             0.88605,             0.90698,             0.91181,             0.45599,            0.040981,            0.015563,           0.0035169,            0.004126,            0.004126,            0.004126
                 180,            0.049368,            0.026107,           0.0046771,             0.88605,             0.90698,             0.91181,             0.45599,            0.040981,            0.015563,           0.0035169,            0.004093,            0.004093,            0.004093
                 181,            0.048999,            0.032198,           0.0044638,             0.88605,             0.90698,             0.91181,             0.45599,            0.040981,            0.015563,           0.0035169,             0.00406,             0.00406,             0.00406
                 182,            0.042314,             0.02498,           0.0042182,             0.88605,             0.90698,             0.91181,             0.45599,            0.040981,            0.015563,           0.0035169,            0.004027,            0.004027,            0.004027
                 183,             0.05111,            0.026197,           0.0047288,              0.9299,             0.93023,             0.96155,               0.577,             0.03375,            0.015315,           0.0035064,            0.003994,            0.003994,            0.003994
                 184,            0.039599,            0.035885,           0.0042622,              0.9299,             0.93023,             0.96155,               0.577,             0.03375,            0.015315,           0.0035064,            0.003961,            0.003961,            0.003961
                 185,            0.041494,            0.036197,           0.0044605,              0.9299,             0.93023,             0.96155,               0.577,             0.03375,            0.015315,           0.0035064,            0.003928,            0.003928,            0.003928
                 186,            0.042641,             0.03659,           0.0046893,              0.9299,             0.93023,             0.96155,               0.577,             0.03375,            0.015315,           0.0035064,            0.003895,            0.003895,            0.003895
                 187,            0.041826,            0.039309,           0.0046745,             0.81058,             0.81395,              0.8909,             0.37384,            0.038317,            0.015697,           0.0032896,            0.003862,            0.003862,            0.003862
                 188,             0.04257,            0.036282,           0.0040641,             0.81058,             0.81395,              0.8909,             0.37384,            0.038317,            0.015697,           0.0032896,            0.003829,            0.003829,            0.003829
                 189,            0.050592,            0.033117,           0.0043849,             0.81058,             0.81395,              0.8909,             0.37384,            0.038317,            0.015697,           0.0032896,            0.003796,            0.003796,            0.003796
                 190,            0.045764,            0.028991,           0.0039859,             0.81058,             0.81395,              0.8909,             0.37384,            0.038317,            0.015697,           0.0032896,            0.003763,            0.003763,            0.003763
                 191,            0.050371,            0.028571,           0.0044591,             0.85709,             0.83685,             0.88416,             0.53478,            0.034581,            0.015465,           0.0032911,             0.00373,             0.00373,             0.00373
                 192,            0.044063,            0.024561,           0.0044342,             0.85709,             0.83685,             0.88416,             0.53478,            0.034581,            0.015465,           0.0032911,            0.003697,            0.003697,            0.003697
                 193,            0.043668,            0.030694,           0.0046268,             0.85709,             0.83685,             0.88416,             0.53478,            0.034581,            0.015465,           0.0032911,            0.003664,            0.003664,            0.003664
                 194,            0.043538,            0.036202,           0.0044522,             0.85709,             0.83685,             0.88416,             0.53478,            0.034581,            0.015465,           0.0032911,            0.003631,            0.003631,            0.003631
                 195,            0.042652,            0.025062,           0.0042478,             0.87314,             0.86047,             0.93001,             0.52805,            0.033719,            0.015227,           0.0032086,            0.003598,            0.003598,            0.003598
                 196,            0.042323,            0.030027,           0.0042119,             0.87314,             0.86047,             0.93001,             0.52805,            0.033719,            0.015227,           0.0032086,            0.003565,            0.003565,            0.003565
                 197,            0.040484,            0.031082,           0.0040203,             0.87314,             0.86047,             0.93001,             0.52805,            0.033719,            0.015227,           0.0032086,            0.003532,            0.003532,            0.003532
                 198,            0.038926,            0.027361,           0.0039573,             0.87314,             0.86047,             0.93001,             0.52805,            0.033719,            0.015227,           0.0032086,            0.003499,            0.003499,            0.003499
                 199,            0.041006,            0.029965,           0.0041712,             0.74997,             0.90684,             0.87089,             0.56504,            0.033038,            0.015269,           0.0031968,            0.003466,            0.003466,            0.003466
                 200,            0.041458,            0.027941,           0.0041247,             0.74997,             0.90684,             0.87089,             0.56504,            0.033038,            0.015269,           0.0031968,            0.003433,            0.003433,            0.003433
                 201,             0.03969,             0.03294,            0.004071,             0.74997,             0.90684,             0.87089,             0.56504,            0.033038,            0.015269,           0.0031968,              0.0034,              0.0034,              0.0034
                 202,            0.040253,            0.032619,            0.003965,             0.74997,             0.90684,             0.87089,             0.56504,            0.033038,            0.015269,           0.0031968,            0.003367,            0.003367,            0.003367
                 203,            0.040923,            0.028661,           0.0040122,             0.94121,             0.81395,             0.94936,             0.55489,            0.030128,            0.014916,           0.0031267,            0.003334,            0.003334,            0.003334
                 204,            0.036238,            0.022632,           0.0035506,             0.94121,             0.81395,             0.94936,             0.55489,            0.030128,            0.014916,           0.0031267,            0.003301,            0.003301,            0.003301
                 205,            0.036378,            0.025912,           0.0037936,             0.94121,             0.81395,             0.94936,             0.55489,            0.030128,            0.014916,           0.0031267,            0.003268,            0.003268,            0.003268
                 206,            0.035006,            0.035492,           0.0037256,             0.94121,             0.81395,             0.94936,             0.55489,            0.030128,            0.014916,           0.0031267,            0.003235,            0.003235,            0.003235
                 207,            0.040076,            0.034148,           0.0044477,             0.94435,             0.78924,             0.94878,             0.55631,            0.031349,            0.014961,           0.0031206,            0.003202,            0.003202,            0.003202
                 208,            0.037271,            0.032656,           0.0038562,             0.94435,             0.78924,             0.94878,             0.55631,            0.031349,            0.014961,           0.0031206,            0.003169,            0.003169,            0.003169
                 209,            0.036884,            0.027274,           0.0036347,             0.94435,             0.78924,             0.94878,             0.55631,            0.031349,            0.014961,           0.0031206,            0.003136,            0.003136,            0.003136
                 210,            0.040898,            0.027378,           0.0037911,             0.94435,             0.78924,             0.94878,             0.55631,            0.031349,            0.014961,           0.0031206,            0.003103,            0.003103,            0.003103
                 211,            0.041037,            0.034486,           0.0040307,             0.92845,             0.90538,             0.96335,             0.63315,            0.028335,            0.014514,           0.0030351,             0.00307,             0.00307,             0.00307
                 212,            0.033122,            0.030403,           0.0039186,             0.92845,             0.90538,             0.96335,             0.63315,            0.028335,            0.014514,           0.0030351,            0.003037,            0.003037,            0.003037
                 213,            0.034653,            0.031284,           0.0038341,             0.92845,             0.90538,             0.96335,             0.63315,            0.028335,            0.014514,           0.0030351,            0.003004,            0.003004,            0.003004
                 214,            0.037545,            0.024785,           0.0038823,             0.92845,             0.90538,             0.96335,             0.63315,            0.028335,            0.014514,           0.0030351,            0.002971,            0.002971,            0.002971
                 215,            0.035702,            0.032092,           0.0040845,             0.84986,             0.83721,             0.87452,             0.52714,            0.032126,            0.014751,           0.0030061,            0.002938,            0.002938,            0.002938
                 216,            0.037699,            0.030357,            0.003753,             0.84986,             0.83721,             0.87452,             0.52714,            0.032126,            0.014751,           0.0030061,            0.002905,            0.002905,            0.002905
                 217,            0.039169,            0.031154,           0.0040262,             0.84986,             0.83721,             0.87452,             0.52714,            0.032126,            0.014751,           0.0030061,            0.002872,            0.002872,            0.002872
                 218,            0.035505,            0.026872,           0.0035962,             0.84986,             0.83721,             0.87452,             0.52714,            0.032126,            0.014751,           0.0030061,            0.002839,            0.002839,            0.002839
                 219,            0.038121,            0.035829,           0.0037289,             0.97385,             0.90698,             0.96382,             0.54514,            0.029238,            0.014419,           0.0029607,            0.002806,            0.002806,            0.002806
                 220,            0.032788,             0.02747,           0.0034682,             0.97385,             0.90698,             0.96382,             0.54514,            0.029238,            0.014419,           0.0029607,            0.002773,            0.002773,            0.002773
                 221,            0.037389,             0.02252,           0.0039602,             0.97385,             0.90698,             0.96382,             0.54514,            0.029238,            0.014419,           0.0029607,             0.00274,             0.00274,             0.00274
                 222,            0.036207,            0.034141,           0.0037452,             0.97385,             0.90698,             0.96382,             0.54514,            0.029238,            0.014419,           0.0029607,            0.002707,            0.002707,            0.002707
                 223,             0.03805,            0.033052,           0.0038784,             0.88591,             0.90698,             0.93413,               0.529,            0.032783,            0.014627,           0.0029504,            0.002674,            0.002674,            0.002674
                 224,            0.040842,            0.037135,           0.0036895,             0.88591,             0.90698,             0.93413,               0.529,            0.032783,            0.014627,           0.0029504,            0.002641,            0.002641,            0.002641
                 225,            0.040802,            0.030419,           0.0035176,             0.88591,             0.90698,             0.93413,               0.529,            0.032783,            0.014627,           0.0029504,            0.002608,            0.002608,            0.002608
                 226,            0.038866,            0.029307,           0.0034841,             0.88591,             0.90698,             0.93413,               0.529,            0.032783,            0.014627,           0.0029504,            0.002575,            0.002575,            0.002575
                 227,            0.039339,               0.041,           0.0037536,             0.90409,             0.88372,             0.93764,             0.58218,            0.029319,            0.014272,           0.0029057,            0.002542,            0.002542,            0.002542
                 228,             0.03638,             0.03031,           0.0035741,             0.90409,             0.88372,             0.93764,             0.58218,            0.029319,            0.014272,           0.0029057,            0.002509,            0.002509,            0.002509
                 229,            0.039337,            0.030456,           0.0033875,             0.90409,             0.88372,             0.93764,             0.58218,            0.029319,            0.014272,           0.0029057,            0.002476,            0.002476,            0.002476
                 230,            0.035058,            0.032246,            0.003304,             0.90409,             0.88372,             0.93764,             0.58218,            0.029319,            0.014272,           0.0029057,            0.002443,            0.002443,            0.002443
                 231,            0.037055,            0.028064,           0.0033285,             0.95236,             0.92985,             0.95576,             0.63147,            0.027783,            0.014107,           0.0029138,             0.00241,             0.00241,             0.00241
                 232,            0.032592,            0.034139,           0.0034866,             0.95236,             0.92985,             0.95576,             0.63147,            0.027783,            0.014107,           0.0029138,            0.002377,            0.002377,            0.002377
                 233,            0.036296,            0.030957,            0.003596,             0.95236,             0.92985,             0.95576,             0.63147,            0.027783,            0.014107,           0.0029138,            0.002344,            0.002344,            0.002344
                 234,             0.03663,            0.035507,           0.0038714,             0.95236,             0.92985,             0.95576,             0.63147,            0.027783,            0.014107,           0.0029138,            0.002311,            0.002311,            0.002311
                 235,            0.037288,            0.025312,           0.0034824,             0.97674,             0.97659,             0.97539,             0.61973,            0.027004,            0.013753,           0.0029385,            0.002278,            0.002278,            0.002278
                 236,             0.03482,            0.029772,           0.0033533,             0.97674,             0.97659,             0.97539,             0.61973,            0.027004,            0.013753,           0.0029385,            0.002245,            0.002245,            0.002245
                 237,            0.030907,            0.025311,            0.003295,             0.97674,             0.97659,             0.97539,             0.61973,            0.027004,            0.013753,           0.0029385,            0.002212,            0.002212,            0.002212
                 238,            0.033474,            0.030976,           0.0033184,             0.97674,             0.97659,             0.97539,             0.61973,            0.027004,            0.013753,           0.0029385,            0.002179,            0.002179,            0.002179
                 239,            0.037234,            0.026434,           0.0035654,             0.91304,             0.97667,             0.95127,             0.61007,            0.026674,            0.013786,           0.0029631,            0.002146,            0.002146,            0.002146
                 240,            0.034028,            0.026191,           0.0034441,             0.91304,             0.97667,             0.95127,             0.61007,            0.026674,            0.013786,           0.0029631,            0.002113,            0.002113,            0.002113
                 241,            0.035492,            0.029549,           0.0034215,             0.91304,             0.97667,             0.95127,             0.61007,            0.026674,            0.013786,           0.0029631,             0.00208,             0.00208,             0.00208
                 242,             0.03512,            0.027715,           0.0037192,             0.91304,             0.97667,             0.95127,             0.61007,            0.026674,            0.013786,           0.0029631,            0.002047,            0.002047,            0.002047
                 243,            0.033807,            0.028299,           0.0037265,              0.9767,             0.97674,             0.97981,             0.64212,            0.024937,            0.013569,           0.0029914,            0.002014,            0.002014,            0.002014
                 244,            0.031899,            0.025923,           0.0034454,              0.9767,             0.97674,             0.97981,             0.64212,            0.024937,            0.013569,           0.0029914,            0.001981,            0.001981,            0.001981
                 245,            0.032314,             0.02568,           0.0032472,              0.9767,             0.97674,             0.97981,             0.64212,            0.024937,            0.013569,           0.0029914,            0.001948,            0.001948,            0.001948
                 246,            0.035757,            0.030471,           0.0036732,              0.9767,             0.97674,             0.97981,             0.64212,            0.024937,            0.013569,           0.0029914,            0.001915,            0.001915,            0.001915
                 247,            0.034853,            0.031471,           0.0035785,             0.93333,             0.97674,             0.97857,             0.61195,            0.029555,             0.01372,            0.002983,            0.001882,            0.001882,            0.001882
                 248,            0.035975,            0.037366,            0.003523,             0.93333,             0.97674,             0.97857,             0.61195,            0.029555,             0.01372,            0.002983,            0.001849,            0.001849,            0.001849
                 249,            0.037155,            0.032505,           0.0034991,             0.93333,             0.97674,             0.97857,             0.61195,            0.029555,             0.01372,            0.002983,            0.001816,            0.001816,            0.001816
                 250,            0.034692,            0.030757,           0.0033847,             0.93333,             0.97674,             0.97857,             0.61195,            0.029555,             0.01372,            0.002983,            0.001783,            0.001783,            0.001783
                 251,            0.036942,            0.024772,           0.0031363,             0.97669,             0.97674,             0.98385,             0.62803,            0.026583,            0.013526,           0.0029929,             0.00175,             0.00175,             0.00175
                 252,            0.032829,            0.024416,           0.0032544,             0.97669,             0.97674,             0.98385,             0.62803,            0.026583,            0.013526,           0.0029929,            0.001717,            0.001717,            0.001717
                 253,             0.03561,            0.029227,           0.0036397,             0.97669,             0.97674,             0.98385,             0.62803,            0.026583,            0.013526,           0.0029929,            0.001684,            0.001684,            0.001684
                 254,            0.031967,            0.027527,           0.0033234,             0.97669,             0.97674,             0.98385,             0.62803,            0.026583,            0.013526,           0.0029929,            0.001651,            0.001651,            0.001651
                 255,            0.033807,             0.02368,            0.003701,             0.97674,             0.97666,             0.98469,             0.61684,            0.024435,            0.013394,           0.0029828,            0.001618,            0.001618,            0.001618
                 256,            0.033751,            0.022793,           0.0033164,             0.97674,             0.97666,             0.98469,             0.61684,            0.024435,            0.013394,           0.0029828,            0.001585,            0.001585,            0.001585
                 257,            0.029231,            0.031619,           0.0032984,             0.97674,             0.97666,             0.98469,             0.61684,            0.024435,            0.013394,           0.0029828,            0.001552,            0.001552,            0.001552
                 258,            0.031853,            0.032906,             0.00358,             0.97674,             0.97666,             0.98469,             0.61684,            0.024435,            0.013394,           0.0029828,            0.001519,            0.001519,            0.001519
                 259,             0.03332,             0.02909,           0.0034088,             0.97674,             0.97671,             0.98625,             0.67819,            0.023456,            0.013211,           0.0029617,            0.001486,            0.001486,            0.001486
                 260,             0.03331,            0.035761,           0.0035757,             0.97674,             0.97671,             0.98625,             0.67819,            0.023456,            0.013211,           0.0029617,            0.001453,            0.001453,            0.001453
                 261,            0.030605,            0.030467,           0.0035741,             0.97674,             0.97671,             0.98625,             0.67819,            0.023456,            0.013211,           0.0029617,             0.00142,             0.00142,             0.00142
                 262,            0.030739,            0.037708,           0.0034614,             0.97674,             0.97671,             0.98625,             0.67819,            0.023456,            0.013211,           0.0029617,            0.001387,            0.001387,            0.001387
                 263,            0.030049,            0.029084,           0.0031595,             0.97671,             0.97674,             0.98625,             0.68586,            0.022737,            0.013073,           0.0029329,            0.001354,            0.001354,            0.001354
                 264,            0.028693,            0.035726,           0.0034222,             0.97671,             0.97674,             0.98625,             0.68586,            0.022737,            0.013073,           0.0029329,            0.001321,            0.001321,            0.001321
                 265,            0.029996,            0.026924,           0.0031503,             0.97671,             0.97674,             0.98625,             0.68586,            0.022737,            0.013073,           0.0029329,            0.001288,            0.001288,            0.001288
                 266,             0.02719,            0.026681,           0.0032747,             0.97671,             0.97674,             0.98625,             0.68586,            0.022737,            0.013073,           0.0029329,            0.001255,            0.001255,            0.001255
                 267,            0.028626,            0.026075,           0.0034149,             0.97664,             0.97674,             0.98625,             0.69085,            0.022845,            0.013025,            0.002901,            0.001222,            0.001222,            0.001222
                 268,            0.028331,            0.028871,           0.0031647,             0.97664,             0.97674,             0.98625,             0.69085,            0.022845,            0.013025,            0.002901,            0.001189,            0.001189,            0.001189
                 269,            0.029495,            0.030064,            0.003451,             0.97664,             0.97674,             0.98625,             0.69085,            0.022845,            0.013025,            0.002901,            0.001156,            0.001156,            0.001156
                 270,            0.028172,            0.030772,           0.0034756,             0.97664,             0.97674,             0.98625,             0.69085,            0.022845,            0.013025,            0.002901,            0.001123,            0.001123,            0.001123
                 271,             0.03008,             0.03147,           0.0034763,             0.95546,                   1,             0.98667,              0.7133,             0.02295,            0.012914,           0.0028653,             0.00109,             0.00109,             0.00109
                 272,             0.03298,            0.020587,           0.0034948,             0.95546,                   1,             0.98667,              0.7133,             0.02295,            0.012914,           0.0028653,            0.001057,            0.001057,            0.001057
                 273,            0.027278,            0.031519,           0.0032729,             0.95546,                   1,             0.98667,              0.7133,             0.02295,            0.012914,           0.0028653,            0.001024,            0.001024,            0.001024
                 274,            0.029927,            0.029941,            0.003239,             0.95546,                   1,             0.98667,              0.7133,             0.02295,            0.012914,           0.0028653,            0.000991,            0.000991,            0.000991
                 275,            0.028186,            0.033237,           0.0033498,             0.97727,                   1,             0.98659,             0.72256,            0.022608,            0.012828,           0.0028233,            0.000958,            0.000958,            0.000958
                 276,            0.029751,            0.023662,           0.0030583,             0.97727,                   1,             0.98659,             0.72256,            0.022608,            0.012828,           0.0028233,            0.000925,            0.000925,            0.000925
                 277,            0.028921,            0.026961,           0.0033649,             0.97727,                   1,             0.98659,             0.72256,            0.022608,            0.012828,           0.0028233,            0.000892,            0.000892,            0.000892
                 278,            0.028568,             0.02233,           0.0030421,             0.97727,                   1,             0.98659,             0.72256,            0.022608,            0.012828,           0.0028233,            0.000859,            0.000859,            0.000859
                 279,            0.031505,             0.02286,            0.003228,             0.97727,              0.9999,             0.98727,             0.71863,              0.0222,            0.012763,           0.0027906,            0.000826,            0.000826,            0.000826
                 280,            0.026864,            0.027458,           0.0031963,             0.97727,              0.9999,             0.98727,             0.71863,              0.0222,            0.012763,           0.0027906,            0.000793,            0.000793,            0.000793
                 281,            0.026286,            0.026196,           0.0029591,             0.97727,              0.9999,             0.98727,             0.71863,              0.0222,            0.012763,           0.0027906,             0.00076,             0.00076,             0.00076
                 282,            0.032004,            0.032859,           0.0032025,             0.97727,              0.9999,             0.98727,             0.71863,              0.0222,            0.012763,           0.0027906,            0.000727,            0.000727,            0.000727
                 283,            0.029245,            0.028697,           0.0031955,             0.97716,                   1,             0.98773,              0.7233,            0.021475,             0.01267,           0.0027583,            0.000694,            0.000694,            0.000694
                 284,            0.029824,            0.026709,           0.0032668,             0.97716,                   1,             0.98773,              0.7233,            0.021475,             0.01267,           0.0027583,            0.000661,            0.000661,            0.000661
                 285,            0.027414,            0.027346,           0.0031893,             0.97716,                   1,             0.98773,              0.7233,            0.021475,             0.01267,           0.0027583,            0.000628,            0.000628,            0.000628
                 286,             0.03215,            0.032772,           0.0036859,             0.97716,                   1,             0.98773,              0.7233,            0.021475,             0.01267,           0.0027583,            0.000595,            0.000595,            0.000595
                 287,            0.028103,             0.03204,           0.0030334,             0.97727,             0.99996,             0.98818,             0.72846,            0.021953,            0.012684,           0.0027363,            0.000562,            0.000562,            0.000562
                 288,            0.028435,             0.03394,            0.003259,             0.97727,             0.99996,             0.98818,             0.72846,            0.021953,            0.012684,           0.0027363,            0.000529,            0.000529,            0.000529
                 289,            0.029113,            0.029657,           0.0030858,             0.97727,             0.99996,             0.98818,             0.72846,            0.021953,            0.012684,           0.0027363,            0.000496,            0.000496,            0.000496
                 290,            0.027701,            0.022018,           0.0030839,             0.97727,             0.99996,             0.98818,             0.72846,            0.021953,            0.012684,           0.0027363,            0.000463,            0.000463,            0.000463
                 291,            0.030061,            0.028241,           0.0032937,             0.97717,                   1,             0.98886,              0.7441,            0.021555,            0.012617,           0.0027243,             0.00043,             0.00043,             0.00043
                 292,            0.029584,            0.021775,           0.0029242,             0.97717,                   1,             0.98886,              0.7441,            0.021555,            0.012617,           0.0027243,            0.000397,            0.000397,            0.000397
                 293,            0.030558,            0.024641,           0.0033874,             0.97717,                   1,             0.98886,              0.7441,            0.021555,            0.012617,           0.0027243,            0.000364,            0.000364,            0.000364
                 294,            0.027083,            0.033419,             0.00311,             0.97717,                   1,             0.98886,              0.7441,            0.021555,            0.012617,           0.0027243,            0.000331,            0.000331,            0.000331
                 295,            0.029701,            0.028774,           0.0033105,             0.97716,                   1,             0.98932,             0.74568,            0.021656,            0.012616,           0.0027162,            0.000298,            0.000298,            0.000298
                 296,            0.031527,            0.032353,           0.0032379,             0.97716,                   1,             0.98932,             0.74568,            0.021656,            0.012616,           0.0027162,            0.000265,            0.000265,            0.000265
                 297,            0.028734,            0.036342,           0.0032406,             0.97716,                   1,             0.98932,             0.74568,            0.021656,            0.012616,           0.0027162,            0.000232,            0.000232,            0.000232
                 298,            0.028872,            0.026951,           0.0035501,             0.97716,                   1,             0.98932,             0.74568,            0.021656,            0.012616,           0.0027162,            0.000199,            0.000199,            0.000199
                 299,            0.028116,             0.02723,           0.0031567,             0.97727,             0.99998,             0.98977,             0.74227,            0.021721,            0.012607,           0.0027151,            0.000166,            0.000166,            0.000166
